game_title,game_platform,game_release_date,metascore,user _score,game_summary
DIRT 5,PlayStation 4,2020-11-03,79,5.0,"Take a trip around the world to and race on over 70+ unique routes across 10 different global locations in stunning environments complete with dynamic weather and time of day. Get behind the wheel of an eclectic and exciting roster of cars. World-renowned voice talents troy baker and nolan north head up the cast of dirt 5's story-driven Career mode. Local split-screen of up to four players on offline modes, including Career, makes dirt 5 the perfect couch multiplayer racing game as you battle for position with your friends. Capture your biggest jumps and best moves with a detailed photo mode, and show your creative flair with dirt's deepest ever livery editor for all cars."
Scribblenauts Mega Pack,PlayStation 4,2018-09-18,79,tbd,Get the best of Scribblenauts with Scribblenauts Mega Pack: two classic games with ALL-NEW content. Use the power of your imagination to solve puzzles in endless ways.
Nioh: Defiant Honor,PlayStation 4,2017-07-25,79,7.6,"Defiant Honor takes us to Osaka Castle, the largest and most impregnable castle of Sengoku era. This add-on features the legendary warrior Sanada Yukimura, serving Tokugawa Ieyasu’s archenemy Toyotomi clan, who values honor above all else. As tensions brew between the Tokugawa and Toyotomi clans, Sanada Yukimura prepares his men for imminent conflict against the Tokugawa’s forces by building a stronghold called the Sanada Maru on the outskirts of the Osaka Castle. With the castle fortified, Tokugawa’s forces were faced with a difficult and bloody challenge. In the midst of this chaos, our hero William, accompanied by Date Masamune who fights alongside Tokugawa, heads towards Sanada Maru in pursuit of Maria. It is a bitter winter in Osaka and the stage is ripe for a fierce battle for the ages. Bundle up and get ready for a brutal winter showdown. [Team Ninja]"
The King of Fighters XIV,PlayStation 4,2016-08-23,79,8.2,"King of Fighters returns with a roster of 50 characters. Besides the returning fan favorites, numerous new combatants join the roster. Nakoruru, one of the heroines from the Samurai Shodown series, joins the fight along with her fellow hawk companion Mamahaha. Shun’ei is a new character who plays an important role in the game’s story.
Plus, numerous emblematic and original characters prepare to duke it out in the KOF tournament."
Tales of Berseria,PlayStation 4,2017-01-24,79,7.2,"Players set out on a journey of self-discovery as they assume the role of Velvet, a young woman whose once kind demeanor has been replaced and overcome with a festering anger and hatred after a traumatic experience three years prior to the events within TALES OF BERSERIA. Velvet will join a crew of pirates as they sail across the sea and visit the many islands that make up the sacred kingdom of Midgand in an all-new adventure developed by the celebrated team behind the TALES OF series."
Star Wars: Squadrons,PlayStation 4,2020-10-02,79,5.6,"Master the art of starfighter combat in the authentic piloting experience Star Wars: Squadrons. Buckle up and feel the adrenaline of first-person multiplayer space dogfights alongside your squadron. Pilots who enlist will step into the cockpits of starfighters from both the New Republic and Imperial fleets and fight in strategic 5 vs. 5 space battles. Modify your starfighter and adjust the composition of your squadron to suit varying playstyles and crush the opposition. Pilots will triumph as a team and complete tactical objectives across known and never-before-seen battlefields, including the gas giant of Yavin Prime and the shattered moon of Galitan.

Take control of starfighters such as the X-wing and TIE fighter. Customize loadouts and cosmetics, divert power between weapons, shields, and engines, while immersing yourself in the cockpit. In addition, players will have the option to play the entirety of the game in virtual reality on PSVR and PC!

Learn what it means to be a pilot in a thrilling Star Wars single-player story set after the events of Return of the Jedi. Seen from alternating perspectives between two factions, iconic and emerging leaders on both sides are battling for the galaxy. The New Republic fights for freedom. The Empire demands order. We need you to join the galaxy's finest."
Pac-Man 256,PlayStation 4,2016-06-21,79,6.9,"Control Pac-Man as you devour pellets and ghosts in an endless maze, and you must continue moving forward as a wave of glitches follow and destroy you if they get too close. The game ends when you die, so getting as many points as possible is key."
Trials Rising,PlayStation 4,2019-02-26,79,6.4,"Explore challenging tracks around the world, from Yellowstone Park to the peaks of Mt. Everest and everywhere in between. New Tandem Bike mode allows two riders to control one bike. Hone your racing skills and level up from local backyard competitions to stadium races. Make a statement with customizable outfits and bike skins."
Alienation,PlayStation 4,2016-04-26,79,7.9,"Unleash a devastating array of conventional, hybrid and Alien weaponry and eliminate the Alien masses with extreme firepower in massively destructible environments where collateral damage can literally bring the house down."
Hand of Fate,PlayStation 4,2015-02-17,79,7.9,"In Hand of Fate, players collect equipment, items, artifacts and enemies as in-game collectible cards in a card based RPG; then play their deck, bringing to video game life a beautiful 3D world in which gamers make difficult decisions.  Sometimes their choices have unexpected consequences and players must crush their foes utilizing a third person action-adventure combat system. The more bosses a player defeats, the more cards they obtain."
Star Trek: Bridge Crew The Next Generation,PlayStation 4,2018-05-22,79,6.0,"Enhance your Star Trek: Bridge Crew experience with The Next Generation DLC. Share the fun with friends with cross-platform play. Playable in VR or non-VR. Command a new ship: The Enterprise D. Playable in all existing Ongoing Voyages modes, plus two new modes. New Ongoing Voyages mode: Patrol. Fly to your choice of star systems and battle through randomly generated challenges. New Ongoing Voyages mode: Resistance. Defeat a Borg Cube by completing a series of objectives, empowering you to win. New player role: Operations. How you assign people at any given moment determines the ship's capabilities. Features: The Enterprise D, Operations command role, Romulans, and Borg."
Might & Magic: Clash of Heroes - Definitive Edition,PlayStation 4,2023-07-20,79,tbd,"Might & Magic: Clash of Heroes is a unique mix of puzzle, strategy and RPG: Plan your every move and combine your attacks to defeat your enemies in matching puzzle inspired battle scenarios, upgrade your heroes and creatures to unleash increasingly devastating attacks onto your opponents, and let the strategic thinker in you lead your troops to victory.

STORY

Taking place 40 years before the Heroes of Might & Magic V saga, Might & Magic: Clash of Heroes tells the tale of five heroes scattered across five different regions of Ashan. Each must travel their own dangerous paths to grow in strength, unravel a demonic plot, and ultimately save their world from devastation.

MASTER UNIQUE AND DYNAMIC COMBAT MECHANICS!

The unique puzzle/strategy battle gameplay of Clash of Heroes will put your tactical skills to the test in the 20+ hour-long story mode and against players in offline and online PvP. Adopt the perfect strategy, let the leader in you guide your troops to victory!

Be creative, find the perfect combination of units, artifacts and spells. Piece together crazy combos and break the enemy lines. Every additional combo can be decisive!

Gain XP after each battle, level up your hero and units in order to get an unbeatable team. Find artifacts and hire mercenaries, it will help you on your quest to save the world from devastation."
